,in,,out
1563110999999,3.23578573E10,1563110999999,3.23578573E10
1563114599999,3.32901724E10,1563114599999,3.32901724E10
1563118199999,3.34246236E10,1563118199999,3.34246236E10
1563121799999,3.40554588E10,1563121799999,3.40554588E10
1563125399999,3.6098429E10,1563125399999,3.6098429E10
1563128999999,3.8341235E10,1563128999999,3.8341235E10
1563132599999,3.6378317E10,1563132599999,3.6378317E10
1563136199999,3.15425997E10,1563136199999,3.15425997E10
1563139799999,2.66345165E10,1563139799999,2.66345165E10
1563143399999,1.96456407E10,1563143399999,1.96456407E10
1563146999999,1.68381215E10,1563146999999,1.68381215E10
1563150599999,1.47884708E10,1563150599999,1.47884708E10
1563154199999,1.32565033E10,1563154199999,1.32565033E10
1563157799999,1.32388137E10,1563157799999,1.32388137E10
1563161399999,1.50131005E10,1563161399999,1.50131005E10
1563164999999,2.03824333E10,1563164999999,2.03824333E10
1563168599999,2.50884157E10,1563168599999,2.50884157E10
1563172199999,3.01024461E10,1563172199999,3.01024461E10
1563175799999,3.14138767E10,1563175799999,3.14138767E10
1563179399999,3.16484424E10,1563179399999,3.16484424E10
1563182999999,3.24735713E10,1563182999999,3.24735713E10
1563186599999,3.28965837E10,1563186599999,3.28965837E10
1563190199999,3.33491016E10,1563190199999,3.33491016E10
1563193799999,3.35265853E10,1563193799999,3.35265853E10
1563197399999,3.27160975E10,1563197399999,3.27160975E10
1563200999999,3.17108367E10,1563200999999,3.17108367E10
1563204599999,3.23826401E10,1563204599999,3.23826401E10
1563208199999,3.35128801E10,1563208199999,3.35128801E10
1563211799999,3.6445729E10,1563211799999,3.6445729E10
1563215399999,3.8905733E10,1563215399999,3.8905733E10
1563218999999,3.7309334E10,1563218999999,3.7309334E10
1563222599999,3.11272735E10,1563222599999,3.11272735E10
1563226199999,2.66852618E10,1563226199999,2.66852618E10
1563229799999,2.12572897E10,1563229799999,2.12572897E10
1563233399999,1.69872753E10,1563233399999,1.69872753E10
1563236999999,1.47333908E10,1563236999999,1.47333908E10
1563240599999,1.37593774E10,1563240599999,1.37593774E10
1563244199999,1.39218719E10,1563244199999,1.39218719E10
1563247799999,1.50026957E10,1563247799999,1.50026957E10
1563251399999,1.9216982E10,1563251399999,1.9216982E10
1563254999999,2.48862597E10,1563254999999,2.48862597E10
1563258599999,2.88114852E10,1563258599999,2.88114852E10
1563262199999,3.16976845E10,1563262199999,3.16976845E10
1563265799999,3.16589998E10,1563265799999,3.16589998E10
1563269399999,3.24877435E10,1563269399999,3.24877435E10
1563272999999,3.25004739E10,1563272999999,3.25004739E10
1563276599999,3.38234307E10,1563276599999,3.38234307E10
1563280199999,3.37337836E10,1563280199999,3.37337836E10
1563283799999,3.36490086E10,1563283799999,3.36490086E10
1563287399999,3.27702282E10,1563287399999,3.27702282E10
1563290999999,3.34752195E10,1563290999999,3.34752195E10
1563294599999,3.43391478E10,1563294599999,3.43391478E10
1563298199999,3.6018385E10,1563298199999,3.6018385E10
1563301799999,3.7688885E10,1563301799999,3.7688885E10
1563305399999,3.6140134E10,1563305399999,3.6140134E10
1563308999999,3.09788897E10,1563308999999,3.09788897E10
1563312599999,2.68138353E10,1563312599999,2.68138353E10
1563316199999,2.10489508E10,1563316199999,2.10489508E10
1563319799999,1.73516698E10,1563319799999,1.73516698E10
1563323399999,1.47945073E10,1563323399999,1.47945073E10
1563326999999,1.40524093E10,1563326999999,1.40524093E10
1563330599999,1.38117632E10,1563330599999,1.38117632E10
1563334199999,1.50546586E10,1563334199999,1.50546586E10
1563337799999,1.87454894E10,1563337799999,1.87454894E10
1563341399999,2.35718021E10,1563341399999,2.35718021E10
1563344999999,2.93512069E10,1563344999999,2.93512069E10
1563348599999,3.11341015E10,1563348599999,3.11341015E10
1563352199999,3.21742561E10,1563352199999,3.21742561E10
1563355799999,3.23632189E10,1563355799999,3.23632189E10
1563359399999,3.26968832E10,1563359399999,3.26968832E10
1563362999999,3.34058762E10,1563362999999,3.34058762E10
1563366599999,3.36474317E10,1563366599999,3.36474317E10
1563370199999,3.35604204E10,1563370199999,3.35604204E10
1563373799999,3.31662275E10,1563373799999,3.31662275E10
1563377399999,3.31372708E10,1563377399999,3.31372708E10
1563380999999,3.38644746E10,1563380999999,3.38644746E10
1563384599999,3.5923669E10,1563384599999,3.5923669E10
1563388199999,3.7932073E10,1563388199999,3.7932073E10
1563391799999,3.6938936E10,1563391799999,3.6938936E10
1563395399999,3.150447E10,1563395399999,3.150447E10
1563398999999,2.66547323E10,1563398999999,2.66547323E10
1563402599999,2.06822031E10,1563402599999,2.06822031E10
1563406199999,1.77686712E10,1563406199999,1.77686712E10
1563409799999,1.55236024E10,1563409799999,1.55236024E10
1563413399999,1.32710758E10,1563413399999,1.32710758E10
1563416999999,1.36833577E10,1563416999999,1.36833577E10
1563420599999,1.51905792E10,1563420599999,1.51905792E10
1563424199999,1.86897142E10,1563424199999,1.86897142E10
1563427799999,2.31096873E10,1563427799999,2.31096873E10
1563431399999,2.79166403E10,1563431399999,2.79166403E10
1563434999999,3.07693322E10,1563434999999,3.07693322E10
1563438599999,3.1794047E10,1563438599999,3.1794047E10
1563442199999,3.18699049E10,1563442199999,3.18699049E10
1563445799999,3.21704468E10,1563445799999,3.21704468E10
1563449399999,3.3727146E10,1563449399999,3.3727146E10
1563452999999,3.28654848E10,1563452999999,3.28654848E10
1563456599999,3.26837617E10,1563456599999,3.26837617E10
1563460199999,3.22743583E10,1563460199999,3.22743583E10
1563463799999,3.14469663E10,1563463799999,3.14469663E10
1563467399999,3.22574172E10,1563467399999,3.22574172E10
1563470999999,3.446859E10,1563470999999,3.446859E10
1563474599999,3.643537E10,1563474599999,3.643537E10
1563478199999,3.5562623E10,1563478199999,3.5562623E10
1563481799999,3.08519444E10,1563481799999,3.08519444E10
1563485399999,2.66421207E10,1563485399999,2.66421207E10
1563488999999,2.07866184E10,1563488999999,2.07866184E10
1563492599999,1.70008146E10,1563492599999,1.70008146E10
1563496199999,1.52387502E10,1563496199999,1.52387502E10
1563499799999,1.40009288E10,1563499799999,1.40009288E10
1563503399999,1.33476086E10,1563503399999,1.33476086E10
1563506999999,1.51917957E10,1563506999999,1.51917957E10
1563510599999,1.86850755E10,1563510599999,1.86850755E10
1563514199999,2.45968712E10,1563514199999,2.45968712E10
1563517799999,2.94460232E10,1563517799999,2.94460232E10
1563521399999,3.24030321E10,1563521399999,3.24030321E10
1563524999999,3.35518556E10,1563524999999,3.35518556E10
1563528599999,3.37055908E10,1563528599999,3.37055908E10
1563532199999,3.32565832E10,1563532199999,3.32565832E10
1563535799999,3.4415501E10,1563535799999,3.4415501E10
1563539399999,3.4580136E10,1563539399999,3.4580136E10
1563542999999,3.36738632E10,1563542999999,3.36738632E10
1563546599999,3.22491986E10,1563546599999,3.22491986E10
1563550199999,3.24282225E10,1563550199999,3.24282225E10
1563553799999,3.2277418E10,1563553799999,3.2277418E10
1563557399999,3.4792305E10,1563557399999,3.4792305E10
1563560999999,3.728126E10,1563560999999,3.728126E10
1563564599999,3.6802879E10,1563564599999,3.6802879E10
1563568199999,3.25039186E10,1563568199999,3.25039186E10
1563571799999,2.80998728E10,1563571799999,2.80998728E10
1563575399999,2.17924915E10,1563575399999,2.17924915E10
1563578999999,1.82740419E10,1563578999999,1.82740419E10
1563582599999,1.58654689E10,1563582599999,1.58654689E10
1563586199999,1.4344364E10,1563586199999,1.4344364E10
1563589799999,1.44827709E10,1563589799999,1.44827709E10
1563593399999,1.45462415E10,1563593399999,1.45462415E10
1563596999999,1.65915146E10,1563596999999,1.65915146E10
1563600599999,2.01620337E10,1563600599999,2.01620337E10
1563604199999,2.30840504E10,1563604199999,2.30840504E10
1563607799999,2.5214337E10,1563607799999,2.5214337E10
1563611399999,2.58430239E10,1563611399999,2.58430239E10
1563614999999,2.70321725E10,1563614999999,2.70321725E10
1563618599999,2.71141007E10,1563618599999,2.71141007E10
1563622199999,2.7323095E10,1563622199999,2.7323095E10
1563625799999,2.71271731E10,1563625799999,2.71271731E10
1563629399999,2.75463803E10,1563629399999,2.75463803E10
1563632999999,2.79372943E10,1563632999999,2.79372943E10
1563636599999,2.90722755E10,1563636599999,2.90722755E10
1563640199999,3.07353149E10,1563640199999,3.07353149E10
1563643799999,3.33222257E10,1563643799999,3.33222257E10
1563647399999,3.5512381E10,1563647399999,3.5512381E10
1563650999999,3.4440638E10,1563650999999,3.4440638E10
1563654599999,3.10773228E10,1563654599999,3.10773228E10
1563658199999,2.65725522E10,1563658199999,2.65725522E10
1563661799999,2.14413783E10,1563661799999,2.14413783E10
1563665399999,1.6995242E10,1563665399999,1.6995242E10
1563668999999,1.45153485E10,1563668999999,1.45153485E10
1563672599999,1.37219461E10,1563672599999,1.37219461E10
1563676199999,1.3422036E10,1563676199999,1.3422036E10
1563679799999,1.3341652E10,1563679799999,1.3341652E10
1563683399999,1.54089912E10,1563683399999,1.54089912E10
1563686999999,1.88636611E10,1563686999999,1.88636611E10
1563690599999,2.16532009E10,1563690599999,2.16532009E10
1563694199999,2.49545421E10,1563694199999,2.49545421E10
1563697799999,2.65415639E10,1563697799999,2.65415639E10
1563701399999,2.71520133E10,1563701399999,2.71520133E10
1563704999999,2.79388242E10,1563704999999,2.79388242E10
1563708599999,2.91603436E10,1563708599999,2.91603436E10
1563712199999,2.98666742E10,1563712199999,2.98666742E10
1563715799999,2.97451909E10,1563715799999,2.97451909E10
1563719399999,3.04218706E10,1563719399999,3.04218706E10
1563722999999,3.29388544E10,1563722999999,3.29388544E10
1563726599999,3.39964641E10,1563726599999,3.39964641E10
1563730199999,3.7020287E10,1563730199999,3.7020287E10
1563733799999,4.0090862E10,1563733799999,4.0090862E10
1563737399999,3.7938762E10,1563737399999,3.7938762E10
1563740999999,3.28462336E10,1563740999999,3.28462336E10
1563744599999,2.78846034E10,1563744599999,2.78846034E10
1563748199999,2.12687176E10,1563748199999,2.12687176E10
1563751799999,1.78714112E10,1563751799999,1.78714112E10
1563755399999,1.56400118E10,1563755399999,1.56400118E10
1563758999999,1.44014981E10,1563758999999,1.44014981E10
1563762599999,1.42095882E10,1563762599999,1.42095882E10
1563766199999,1.52869059E10,1563766199999,1.52869059E10
1563769799999,1.99131423E10,1563769799999,1.99131423E10
1563773399999,2.63965757E10,1563773399999,2.63965757E10
1563776999999,3.17252444E10,1563776999999,3.17252444E10
1563780599999,3.36733655E10,1563780599999,3.36733655E10
1563784199999,3.35714161E10,1563784199999,3.35714161E10
1563787799999,3.40912251E10,1563787799999,3.40912251E10
1563791399999,3.4488234E10,1563791399999,3.4488234E10
1563794999999,3.5065549E10,1563794999999,3.5065549E10
1563798599999,3.38669773E10,1563798599999,3.38669773E10
1563802199999,3.38932429E10,1563802199999,3.38932429E10
1563805799999,3.4498404E10,1563805799999,3.4498404E10
1563809399999,3.4502676E10,1563809399999,3.4502676E10
1563812999999,3.5411943E10,1563812999999,3.5411943E10
1563816599999,3.81049E10,1563816599999,3.81049E10
1563820199999,3.9934431E10,1563820199999,3.9934431E10
1563823799999,3.7001716E10,1563823799999,3.7001716E10
1563827399999,3.23765514E10,1563827399999,3.23765514E10
1563830999999,2.72612577E10,1563830999999,2.72612577E10
1563834599999,2.11365028E10,1563834599999,2.11365028E10
1563838199999,1.8248962E10,1563838199999,1.8248962E10
1563841799999,1.55664435E10,1563841799999,1.55664435E10
1563845399999,1.43273155E10,1563845399999,1.43273155E10
1563848999999,1.43334185E10,1563848999999,1.43334185E10
1563852599999,1.53592525E10,1563852599999,1.53592525E10
1563856199999,1.88916306E10,1563856199999,1.88916306E10
1563859799999,2.40688312E10,1563859799999,2.40688312E10
1563863399999,2.92759224E10,1563863399999,2.92759224E10
1563866999999,3.24161618E10,1563866999999,3.24161618E10
1563870599999,3.22332099E10,1563870599999,3.22332099E10
1563874199999,3.29067745E10,1563874199999,3.29067745E10
1563877799999,3.39062292E10,1563877799999,3.39062292E10
1563881399999,3.5824681E10,1563881399999,3.5824681E10
1563884999999,3.4744414E10,1563884999999,3.4744414E10
1563888599999,3.38421965E10,1563888599999,3.38421965E10
1563892199999,3.38483241E10,1563892199999,3.38483241E10
1563895799999,3.40492145E10,1563895799999,3.40492145E10
1563899399999,3.5292877E10,1563899399999,3.5292877E10
1563902999999,3.6726735E10,1563902999999,3.6726735E10
1563906599999,3.9476503E10,1563906599999,3.9476503E10
1563910199999,3.8160749E10,1563910199999,3.8160749E10
1563913799999,3.27447798E10,1563913799999,3.27447798E10
1563917399999,2.76782182E10,1563917399999,2.76782182E10
1563920999999,2.22607872E10,1563920999999,2.22607872E10
1563924599999,1.81859246E10,1563924599999,1.81859246E10
1563928199999,1.66254408E10,1563928199999,1.66254408E10
1563931799999,1.49087263E10,1563931799999,1.49087263E10
1563935399999,1.46906778E10,1563935399999,1.46906778E10
1563938999999,1.61344768E10,1563938999999,1.61344768E10
1563942599999,1.97469E10,1563942599999,1.97469E10
1563946199999,2.57238282E10,1563946199999,2.57238282E10
1563949799999,2.94280397E10,1563949799999,2.94280397E10
1563953399999,3.15577569E10,1563953399999,3.15577569E10
1563956999999,3.28947671E10,1563956999999,3.28947671E10
1563960599999,3.23776369E10,1563960599999,3.23776369E10
1563964199999,3.31470131E10,1563964199999,3.31470131E10
1563967799999,3.4398257E10,1563967799999,3.4398257E10
1563971399999,3.29041142E10,1563971399999,3.29041142E10
1563974999999,3.34840791E10,1563974999999,3.34840791E10
1563978599999,3.28611574E10,1563978599999,3.28611574E10
1563982199999,3.3013631E10,1563982199999,3.3013631E10
1563985799999,3.43495004E10,1563985799999,3.43495004E10
1563989399999,3.7177045E10,1563989399999,3.7177045E10
1563992999999,4.0607551E10,1563992999999,4.0607551E10
1563996599999,3.8992699E10,1563996599999,3.8992699E10
1564000199999,3.35271035E10,1564000199999,3.35271035E10
1564003799999,2.79296266E10,1564003799999,2.79296266E10
1564007399999,2.21670298E10,1564007399999,2.21670298E10
1564010999999,1.82774845E10,1564010999999,1.82774845E10
1564014599999,1.57078487E10,1564014599999,1.57078487E10
1564018199999,1.50049403E10,1564018199999,1.50049403E10
1564021799999,1.46110167E10,1564021799999,1.46110167E10
1564025399999,1.63970007E10,1564025399999,1.63970007E10
1564028999999,1.97909115E10,1564028999999,1.97909115E10
1564032599999,2.53571133E10,1564032599999,2.53571133E10
1564036199999,3.01673308E10,1564036199999,3.01673308E10
1564039799999,3.30688082E10,1564039799999,3.30688082E10
1564043399999,3.30572083E10,1564043399999,3.30572083E10
1564046999999,3.35156777E10,1564046999999,3.35156777E10
1564050599999,3.4244395E10,1564050599999,3.4244395E10
1564054199999,3.4569626E10,1564054199999,3.4569626E10
1564057799999,3.37937859E10,1564057799999,3.37937859E10
1564061399999,3.3977002E10,1564061399999,3.3977002E10
1564064999999,3.34223933E10,1564064999999,3.34223933E10
1564068599999,3.40004536E10,1564068599999,3.40004536E10
1564072199999,3.4707116E10,1564072199999,3.4707116E10
1564075799999,3.6924019E10,1564075799999,3.6924019E10
1564079399999,3.8177255E10,1564079399999,3.8177255E10
1564082999999,3.7093732E10,1564082999999,3.7093732E10
1564086599999,3.36967864E10,1564086599999,3.36967864E10
1564090199999,2.87802778E10,1564090199999,2.87802778E10
1564093799999,2.30377656E10,1564093799999,2.30377656E10
1564097399999,1.92390349E10,1564097399999,1.92390349E10
1564100999999,1.65239183E10,1564100999999,1.65239183E10
1564104599999,1.45434327E10,1564104599999,1.45434327E10
1564108199999,1.50311516E10,1564108199999,1.50311516E10
1564111799999,1.60200499E10,1564111799999,1.60200499E10
1564115399999,1.9557122E10,1564115399999,1.9557122E10
1564118999999,2.46434877E10,1564118999999,2.46434877E10
1564122599999,2.93018071E10,1564122599999,2.93018071E10
1564126199999,3.26945997E10,1564126199999,3.26945997E10
1564129799999,3.25683794E10,1564129799999,3.25683794E10
1564133399999,3.24762849E10,1564133399999,3.24762849E10
1564136999999,3.2688767E10,1564136999999,3.2688767E10
1564140599999,3.29719071E10,1564140599999,3.29719071E10
1564144199999,3.26594089E10,1564144199999,3.26594089E10
1564147799999,3.22996019E10,1564147799999,3.22996019E10
1564151399999,3.1378942E10,1564151399999,3.1378942E10
1564154999999,3.144926E10,1564154999999,3.144926E10
1564158599999,3.16710584E10,1564158599999,3.16710584E10
1564162199999,3.42273884E10,1564162199999,3.42273884E10
1564165799999,3.6419797E10,1564165799999,3.6419797E10
1564169399999,3.4579542E10,1564169399999,3.4579542E10
1564172999999,3.12901652E10,1564172999999,3.12901652E10
1564176599999,2.77849354E10,1564176599999,2.77849354E10
1564180199999,2.25862902E10,1564180199999,2.25862902E10
1564183799999,1.93099735E10,1564183799999,1.93099735E10
1564187399999,1.68442102E10,1564187399999,1.68442102E10
